penetration_rate,spend_per_consumer,adult_share,addressable_channel_share,achievable_share,tam_usd,sam_usd,som_usd
0.1179175524637966,238.90230569353537,0.6445292564784638,0.5094801524673427,0.03199652072895155,14883760577.073303,7582980608.094731,242628996.2141407
0.07632668815904577,281.3283064741322,0.6705425581886082,0.458275315215698,0.033021086302328036,11802864996.70658,5408961676.814035,178609790.33606124
0.0959232045168493,197.08271718776592,0.7026300332788573,0.4843584601956216,0.016434863094371328,10888553056.85173,5273962792.375033,86676856.457492
0.08042372674833041,416.882296249005,0.6703868684301616,0.47234063803757886,0.036043693578259685,18424443841.84478,8702613559.744505,313674336.4774387
0.12517995601212945,305.12112430460286,0.6935515574426038,0.5561189369929115,0.022252587255099574,21714861516.945305,12076045703.751904,268723260.71930957
0.1088276982757098,299.68219225545147,0.6780164353206238,0.5916177055068066,0.024069640340552773,18126411895.606792,10723906214.750175,258120565.63485542
0.09451424183535743,317.5070200911977,0.653802207215994,0.5459843696700397,0.030323052735328506,16083042569.682598,8781089859.784569,266269450.89190587
0.0751264688883323,289.83822564868217,0.7037353302642533,0.49056585972898703,0.02772007074562821,12561145200.212555,6162068994.322911,170812988.46207318
0.09345947336968088,185.36208657145562,0.6317893291663766,0.500651662169778,0.03306292284865058,8971969068.717545,4491831227.189274,148513069.31371844
0.09421490843618158,309.386614189332,0.6793642450544438,0.4250221049213137,0.023426026510086573,16232861322.589222,6899324888.2226515,161623767.73320392
0.11511773806819989,329.6873561290334,0.650066879380693,0.5432709599080653,0.02296069726728741,20224315006.083984,10987283026.838335,252275679.36924028
0.1096144657222225,277.48809106868794,0.6283687775996166,0.5152461710109022,0.013776239173250797,15667440731.668211,8072588846.532293,111209914.69714564
0.12747129257133177,338.7438728681914,0.6776865963020584,0.5837414143388545,0.02443005265067824,23987444133.327934,14002464564.763107,342080946.5564191
0.10126569137895533,244.0906513645134,0.6774257442406535,0.4450131646714385,0.028856923523914006,13726076586.046818,6108284780.079228,176266306.76103416
0.08074944060397499,242.89664714929802,0.6945244149881686,0.5460176721118802,0.021641753430295507,11166570235.790365,6097144685.620065,131952901.91502605
0.1140778834490989,229.34269039940216,0.6982301465816736,0.5308791570604184,0.024430070379358123,14974633286.092659,7949720696.209755,194212236.10464418
0.11719043917965433,270.44831103746253,0.6965379632942722,0.4593757240956093,0.019936246565900782,18096412582.964718,8313052633.832313,165731067.0233919
